X,Y,objectid,wri_id,mill_name_,group_name,latitude,longitude,iso,certificat,company_na,globalid
101.237500000143442,0.006199999602341,2271,WRI_114,Ganda Buanindo,Unknown,0.0062,101.2375,IDN,None,Unknown,{8D9F15C0-7976-422A-9953-F5F10C602AAA}
102.840600000226999,-4.37820000014599,2272,WRI_1148,Sinar Bengkulu Selatan,Unknown,-4.3782,102.8406,IDN,None,Unknown,{FF0CC2BF-7354-4764-B5AB-41BC4504C2B8}
105.096700000418309,-3.706900000353161,2273,WRI_1149,Selapan Jaya (Limau Mungkur),Unknown,-3.7069,105.0967,IDN,None,Unknown,{EB0EF1E1-D595-4556-B9F7-334CEBACDD2F}
101.904800000086382,0.3036000003604,2274,WRI_115,Langgam Inti Hibrindo,Unknown,0.3036,101.9048,IDN,None,Unknown,{789ECAB1-144F-4327-B867-9C4146BE5253}
96.494699999553589,3.807700000221844,2275,WRI_1151,Surya Panen Subur,Unknown,3.8077,96.4947,IDN,None,Unknown,{DDCC56B5-6EC3-42A1-8CB6-FC56F84851DC}
101.299800000355233,-2.665499999584382,2276,WRI_1154,Sentosa Sejahtera Sejati,Unknown,-2.6655,101.2998,IDN,None,Unknown,{BDA9A95B-CCF1-423D-BDC8-033BC1AB77BE}
116.186300000408536,-2.807700000339282,2277,WRI_1155,Sinar Kencana Inti Perkasa (Senakin),Unknown,-2.8077,116.1863,IDN,None,Unknown,{F376B998-03FA-42B4-BC48-B1BCFD956B74}
98.407400000089936,3.765799999960679,2278,WRI_1156,Sumber Kembang Jaya,Unknown,3.7658,98.4074,IDN,None,Unknown,{09A70516-5BE3-4C04-8488-63C2D55B6466}
100.431000000365984,1.871200000170997,2279,WRI_1157,Cipta Agro Sejati,Unknown,1.8712,100.431,IDN,None,Unknown,{9B640748-5F87-444B-8C1F-C603FB362EE7}
98.179600000114235,3.931899999568873,2280,WRI_1158,PT BINA RAHMAD MADANI,Unknown,3.9319,98.1796,IDN,None,Unknown,{2EE05FDA-1B1C-423F-8069-D444BEE0073B}
98.362799999994536,3.963300000119045,2281,WRI_1161,PT JAYA PALMA NUSANTARA,Unknown,3.9633,98.3628,IDN,None,Unknown,{93D2E40E-E795-401A-8AFC-B041FC218566}
96.474299999663003,4.048900000132379,2282,WRI_1162,PT SAWIT NAGAN RAYA MAKMUR,Unknown,4.0489,96.4743,IDN,None,Unknown,{C8C4055C-0E54-4FBB-8AF9-74702AB0F1C6}
99.723699999809782,1.428300000349539,2283,WRI_1163,PT SINARLIKA PORTIBIJAYA PLANTATION,Unknown,1.4283,99.7237,IDN,None,Unknown,{F1FFD67C-DAC1-45A1-A74E-A9D52F82564C}
99.017800000267655,3.367499999912694,2284,WRI_1169,Tunas Harapan Sawit,Unknown,3.3675,99.0178,IDN,None,Unknown,{12098326-F2C7-45CA-B556-1F164EE75AE4}
101.663599999900768,-1.075999999602985,2285,WRI_1174,Dharmasraya Lestarindo,Unknown,-1.076,101.6636,IDN,None,Unknown,{59BD8F31-786D-4977-8C3D-8C6E0FACD36C}
100.616900000020394,0.995800000143186,2286,WRI_1175,Citra Bumi Agro,Unknown,0.9958,100.6169,IDN,None,Unknown,{5F41D624-22D8-4112-8131-D2E2DDD142ED}
97.909699999800793,4.574299999807857,2287,WRI_1178,ANUGRAH FAJAR REZEKI,Unknown,4.5743,97.9097,IDN,None,Unknown,{5C45E106-3171-4D2B-AD1D-3343222D58FE}
101.750900000383581,-1.439399999672829,2288,WRI_1179,JAMIKA RAYA,Unknown,-1.4394,101.7509,IDN,None,Unknown,{45E6E1C1-65A8-4E35-9E09-1BB9DEC8D754}
98.794199999741053,3.541899999670459,2289,WRI_1180,PALM TRIMITRA INDOTAMA,Unknown,3.5419,98.7942,IDN,None,Unknown,{1769C534-E348-4C00-ADF3-DA1217D48B8C}
99.222499999680323,3.342299999734099,2290,WRI_1181,KARYA SERASI JAYA ABADI,Unknown,3.3423,99.2225,IDN,None,Unknown,{E97C9E67-7259-4C82-891C-AE0197431968}
118.134099999805414,5.20429999968099,2291,WRI_1182,SANG GUAN,Unknown,5.2043,118.1341,MYS,None,Unknown,{8D4482EE-47D8-4741-BA9E-543AC2879273}
100.127299999952044,1.473299999788257,2292,WRI_1183,PT PERKEBUNAN MILANO PINANG AWAN POM,Unknown,1.4733,100.1273,IDN,None,Unknown,{865EAB9C-813E-44AE-A6B7-4EF262FD70FA}
100.397699999857679,1.301100000170421,2293,WRI_120,Nagamas Agro Mulia,Unknown,1.3011,100.3977,IDN,None,Unknown,{1BD7D44D-2493-41B5-977C-4C7713713A32}
101.087199999840067,0.582099999605685,2294,WRI_124,Sewangi Sawit Sejahtera,Unknown,0.5821,101.0872,IDN,None,Unknown,{FDD85A23-15E9-4EA3-A8C1-7F91894C2DCA}
101.474299999965126,-0.213400000368838,2295,WRI_125,Citra Riau Sarana,Unknown,-0.2134,101.4743,IDN,None,Unknown,{E3BEE20E-A1A5-4135-BD90-05A9D6FB6551}
118.251899999666648,4.68629999991405,2296,WRI_126,GIRAM OIL MILL,Unknown,4.6863,118.2519,MYS,None,Unknown,{77A2EBAF-8DEC-4770-B6D5-D311205CF128}
