objectid,country,name,company,group_comp,subgroup,groupid,type,area_ha,source,last_updat,gfwid,cert_stat,globalid,shape_Length,shape_Area,globalid1
15125,CMR,CDC Plantation, , , , , ,1074.32,Varies,2014,370870e1-2b96-4ca5-aee0-ff12c134ea8f,,{36B4EEE6-6DEF-4AD1-83DB-C87A522D02BA},23585.8512326285,10877034.0920716,{36B4EEE6-6DEF-4AD1-83DB-C87A522D02BA}
15126,CMR,CDC Plantation, , , , , ,401.715,Varies,2014,c0669565-c890-4020-86a3-94063c7db10e,,{AB9B3A36-1C0E-4C53-89EE-D9C0808DF88F},8197.63250454498,4066944.96521706,{AB9B3A36-1C0E-4C53-89EE-D9C0808DF88F}
15127,CMR,Ferme suisse, , , , , ,4223.68,Varies,2014,d6a05d15-009c-4d62-9fb7-a4673d54f046,,{3CD43688-C220-451B-89A3-9CDBFF0E8DC8},30747.4705981097,42689728.0499276,{3CD43688-C220-451B-89A3-9CDBFF0E8DC8}
15128,CMR,Socapalm, , , , , ,5823.61,Varies,2014,72a1a7d5-3f75-43a6-9d28-e365d6839765,,{0443CFF8-E0A9-4BC2-9B6F-E67D69BC7208},36847.4879594992,58814894.8798692,{0443CFF8-E0A9-4BC2-9B6F-E67D69BC7208}
15129,CMR,Socapalm, , , , , ,16321.9,Varies,2014,e54652eb-7893-4f30-81d9-1ef911982fef,,{1494726D-48B4-4C13-AE76-7F2447C1747D},71582.5691854357,164807087.96139,{1494726D-48B4-4C13-AE76-7F2447C1747D}
15130,CMR,unknown, , , , , ,1470.66,Varies,2014,56f22fcd-d5f8-4a7b-99a6-e887ba66e7f7,,{2345A650-2823-4387-B430-F5D2378C6B38},16413.565177315,14876569.4426135,{2345A650-2823-4387-B430-F5D2378C6B38}
15131,CMR,Socapalm, , , , , ,1696.55,Varies,2014,91ae5170-dfd5-4365-850f-ec34292848a4,,{2330B551-48EE-4DDF-AF3D-8C2C18078BBD},24803.7879477989,17152597.9859413,{2330B551-48EE-4DDF-AF3D-8C2C18078BBD}
15132,CMR,Socapalm, , , , , ,1698.41,Varies,2014,d909ab24-e41b-4902-af90-3634028b034a,,{30453918-CA37-4223-818C-3ACA2D455007},19427.9654310242,17170492.8980619,{30453918-CA37-4223-818C-3ACA2D455007}
15133,CMR,unknown, , , , , ,3307.16,Varies,2014,b44a81f6-bc66-40f7-8c14-dfdd8e4aac3b,,{EA6473D1-8FBF-42AD-B2AD-9CDAAAECEE5E},27372.898704529,33443295.3473997,{EA6473D1-8FBF-42AD-B2AD-9CDAAAECEE5E}
15134,CMR,unknown, , , , , ,3017.85,Varies,2014,3ac2b779-8944-4923-8c17-e8fc87a3c7b1,,{2BBD610E-6592-48CA-AE7B-830E06B7937C},40487.596876482,30518569.6315061,{2BBD610E-6592-48CA-AE7B-830E06B7937C}
15135,CMR,Socapalm, , , , , ,5105.18,Varies,2014,7b8f55d9-1587-4a11-9877-6e76abe130a2,,{E4B00DED-EFB5-4AAB-B476-473A6A433D0F},43475.2354224952,51598539.976462,{E4B00DED-EFB5-4AAB-B476-473A6A433D0F}
15136,CMR,unknown, , , , , ,2180.85,Varies,2014,9f8aeb19-2f3d-47e0-8613-05ebe771fa82,,{961F1E0C-A799-4350-A812-3FE1B930CCCB},26828.7898293215,22053264.817107,{961F1E0C-A799-4350-A812-3FE1B930CCCB}
15137,CMR,Socapalm, , , , , ,1873.6,Varies,2014,09b06940-12f3-4980-879e-246a6b0a5020,,{2529C6C4-ECFE-4296-8187-70E1F0495AF5},31084.7134964167,18936206.0934159,{2529C6C4-ECFE-4296-8187-70E1F0495AF5}
15138,CMR,unknown, , , , , ,3813.47,Varies,2014,3c7e530a-973f-4243-9703-f8de3663e8d1,,{46F9A484-DEFC-4648-A86D-51967A38EBFE},43587.9470047002,38558008.7244891,{46F9A484-DEFC-4648-A86D-51967A38EBFE}
15139,CMR,G.S.K. Station, , , , , ,1553.29,Varies,2014,857a2062-d982-4480-ba53-4423bd8989f6,,{6858C8E5-5533-4896-8A4D-1EF95E0C15B7},16774.1351386116,15769318.7652533,{6858C8E5-5533-4896-8A4D-1EF95E0C15B7}
15140,CMR,P.A.M.O.L. Plantation, , , , , ,5427.33,Varies,2014,eee3929e-5c39-4151-a8c5-e5c5139fb92d,,{078BE669-9CAF-4D44-BBB4-F828E8A6EE8E},36111.8144295419,55093605.1708275,{078BE669-9CAF-4D44-BBB4-F828E8A6EE8E}
15141,CMR,PHP, , , , , ,2128.17,Varies,2014,ddbbd6c8-b36e-487f-a710-af67d74f5e00,,{376E2BAA-AB60-4B61-B52D-F66524D9AF33},36695.2660977219,21590022.4839562,{376E2BAA-AB60-4B61-B52D-F66524D9AF33}
15142,CMR,PHP, , , , , ,2653.38,Varies,2014,5244c1c9-8ba4-498e-b4a1-b1094d09edda,,{572DE5A5-8C76-4EE1-B42B-C4672E9710CF},25954.6722005154,26911287.6161875,{572DE5A5-8C76-4EE1-B42B-C4672E9710CF}
15143,CMR,PHP, , , , , ,112.034,Varies,2014,2c1ee41c-0e98-451c-8a39-458693fb23d0,,{2BF96127-3B8F-4348-8A6C-7DB6877EB3E1},4209.83476017482,1136277.86389903,{2BF96127-3B8F-4348-8A6C-7DB6877EB3E1}
15144,CMR,unknown, , , , , ,145.164,Varies,2014,608cac24-5a91-4899-bed8-5c8bbad0a073,,{8BE80F44-0BC5-42D4-A2DB-FA99FA1E3461},5340.89934764559,1472441.38385202,{8BE80F44-0BC5-42D4-A2DB-FA99FA1E3461}
15145,CMR,unknown, , , , , ,763.206,Varies,2014,38a34670-213c-4ae5-a79e-6afdbde4e311,,{22CF81CE-5468-4136-93D6-2D18F8CCD546},18302.5950351176,7740951.25273498,{22CF81CE-5468-4136-93D6-2D18F8CCD546}
15146,CMR,PHP, , , , , ,5861.57,Varies,2014,0e9a7c61-0605-42cc-b52a-520fb9175ea1,,{B47EF26C-7EFD-4436-A217-CB9F0E0842C2},79524.7580641012,59438500.3228238,{B47EF26C-7EFD-4436-A217-CB9F0E0842C2}
15147,CMR,unknown, , , , , ,3823.96,Varies,2014,03fbe4ee-445b-4097-a1da-5791649e555c,,{80935E92-3B9B-452A-B8F4-CC0E8DC3A2AC},40102.8239844008,38774655.2970524,{80935E92-3B9B-452A-B8F4-CC0E8DC3A2AC}
15148,CMR,P.A.M.O.L. Plantation, , , , , ,5394.84,Varies,2014,79c7a0a6-21bf-423a-82d5-3e72b75f4d55,,{7F868AFC-4FBB-4E6B-A5E2-DE5C64A9D634},51363.3376676918,54709712.9799217,{7F868AFC-4FBB-4E6B-A5E2-DE5C64A9D634}
15149,CMR,PHP, , , , , ,360.947,Varies,2014,74252454-42c2-46cd-8acb-8bfb69906221,,{B1F9371D-819F-4CA8-8F07-B1FBD30A4D8E},7285.64961046272,3659980.88501551,{B1F9371D-819F-4CA8-8F07-B1FBD30A4D8E}
15150,CMR,unknown, , , , , ,182.937,Varies,2014,9928bab5-b66e-4087-9c67-2cc5ac20f654,,{33BC440A-9497-4805-99A9-C6636904621E},5069.34045554583,1854897.35249808,{33BC440A-9497-4805-99A9-C6636904621E}
15151,CMR,CDC Plantation, , , , , ,3387.72,Varies,2014,23c3296b-e00d-423a-99c9-9d09597ecbc5,,{FAED7B77-8DA0-402F-860E-44E8A0CF321A},44880.4689260627,34346907.7732736,{FAED7B77-8DA0-402F-860E-44E8A0CF321A}
15152,CMR,CDC Plantation, , , , , ,1817.43,Varies,2014,0dcff990-2a92-4f1c-a840-91e340bc05a0,,{383AA3F2-5A80-451D-A0D8-E0E163BDD435},39945.0220180166,18425341.9132132,{383AA3F2-5A80-451D-A0D8-E0E163BDD435}
15153,CMR,unknown, , , , , ,783.78,Varies,2014,f2d7eaf1-2dc1-4ebf-84d9-d9b74d8c096e,,{755B43E8-210B-4061-BC38-E2FC0C82108D},12370.8556710868,7946015.8207885,{755B43E8-210B-4061-BC38-E2FC0C82108D}
15154,CMR,unknown, , , , , ,305.042,Varies,2014,197fe82c-cff2-4710-9266-9b0aacf88fc6,,{4CD59B64-A099-4EF4-883F-43058D4E9FFF},9673.94598289315,3092361.13793925,{4CD59B64-A099-4EF4-883F-43058D4E9FFF}
15155,CMR,unknown, , , , , ,992.464,Varies,2014,425d807f-1ace-4396-9a2e-a3b0d596a103,,{98E1C3AD-7003-476F-A417-9A1BD61BBCCC},15844.5820419112,10060175.8291019,{98E1C3AD-7003-476F-A417-9A1BD61BBCCC}
15156,CMR,unknown, , , , , ,571.267,Varies,2014,40ba99c4-69c4-44de-a109-be50390526de,,{1F64965B-047F-421E-94DB-2992D6B05EA7},9317.73829483916,5790318.85341937,{1F64965B-047F-421E-94DB-2992D6B05EA7}
15157,CMR,unknown, , , , , ,1582.3,Varies,2014,fb1e47bf-eaf7-4803-871a-47b95c827944,,{E1C5F0D2-EDC8-4D8E-802A-D05E0A2608EE},19749.5556929094,16036424.1706523,{E1C5F0D2-EDC8-4D8E-802A-D05E0A2608EE}
15158,CMR,unknown, , , , , ,495.282,Varies,2014,138f3f63-ee6c-45e1-93b8-ad4fc792c06d,,{D0F6B0B8-CD1A-405A-939F-4184EB3C9985},9845.79933033099,5019657.86321898,{D0F6B0B8-CD1A-405A-939F-4184EB3C9985}
15159,CMR,unknown, , , , , ,190.21,Varies,2014,0adf2a90-7d8c-485a-9bcb-2a92ef91fc5e,,{8AD890E3-B8BB-4135-A757-EF44D30C00E6},5369.11277193508,1927769.06537903,{8AD890E3-B8BB-4135-A757-EF44D30C00E6}
15160,CMR,Plantation, , , , , ,1842.88,Varies,2014,ea30d6a3-5667-47b8-bf5c-917109e9d21e,,{F3086FFE-9DA6-450B-94DA-7B0A7263DCB4},22106.3266416407,18674453.7157452,{F3086FFE-9DA6-450B-94DA-7B0A7263DCB4}
15161,CMR,unknown, , , , , ,1242.43,Varies,2014,a4a7729b-404f-4eb5-954a-65741440ca45,,{07C1DEAC-F5CE-49E2-8327-6596107DE443},18439.2763031429,12590265.6536249,{07C1DEAC-F5CE-49E2-8327-6596107DE443}
15162,CMR,unknown, , , , , ,232.578,Varies,2014,27e12f67-8797-4592-96b9-24b710a1cccc,,{89904BCE-9DDC-4D6B-87E6-2A079424E89A},8484.2161524773,2356643.64528007,{89904BCE-9DDC-4D6B-87E6-2A079424E89A}
15163,CMR,unknown, , , , , ,572.147,Varies,2014,502706bd-77bd-48ae-a144-03b07d05f4b5,,{4A20B35F-25B0-4B9B-8009-5D6B0E5CC8E6},12533.9040858163,5797206.35856996,{4A20B35F-25B0-4B9B-8009-5D6B0E5CC8E6}
15164,CMR,unknown, , , , , ,8668.74,Varies,2014,9bfb903f-e00f-4a53-9f6f-4f37597b21a7,,{66605DB4-C763-42AA-98DE-B71E30341B47},47912.5833516058,87817765.0950202,{66605DB4-C763-42AA-98DE-B71E30341B47}
15165,CMR,unknown, , , , , ,15982.4,Varies,2014,ebf842e6-b3aa-4355-bf03-7bdf28e4a94e,,{E8234C64-AC23-41B3-91EA-91AF729ED872},94970.0457635106,161875495.812199,{E8234C64-AC23-41B3-91EA-91AF729ED872}
15166,CMR,CDC Plantation, , , , , ,4050.87,Varies,2014,c4e81222-bfe7-4504-a95e-0db95c40adaf,,{16BC6CBF-BEE0-4335-AC4E-286405407C89},48130.35603221,41035761.2358611,{16BC6CBF-BEE0-4335-AC4E-286405407C89}
15167,CMR,CDC Plantation, , , , , ,1258.49,Varies,2014,233f94c4-07c5-4bed-9243-44ca5eefc163,,{6662FFF8-FB3F-49CA-859A-2542A04A5F7A},25223.2498623721,12749677.6465397,{6662FFF8-FB3F-49CA-859A-2542A04A5F7A}
15168,CMR,unknown, , , , , ,9178,Varies,2014,c2b1a654-061d-45c3-b701-94e3df12141f,,{8B9B2FAD-D581-419F-95CA-A7BCA4835154},42217.7271654823,92964008.4705565,{8B9B2FAD-D581-419F-95CA-A7BCA4835154}
15169,CMR,unknown, , , , , ,195.293,Varies,2014,5c422378-6cde-447e-baac-e378cefdc721,,{62BC9B1B-2B6D-41CE-93DD-993DDE32698E},5789.7011432463,1978290.05063134,{62BC9B1B-2B6D-41CE-93DD-993DDE32698E}
15170,CMR,CDC Plantation, , , , , ,1122.33,Varies,2014,531d5839-6e3b-4846-8f70-da332ecf0488,,{E27F9AFB-AD48-44CC-9AA9-2ECC6ABF9E4E},20605.684546463,11369378.0550418,{E27F9AFB-AD48-44CC-9AA9-2ECC6ABF9E4E}
15171,CMR,CDC Plantation, , , , , ,578.712,Varies,2014,1828394a-ede4-4093-872c-e9b0977252dc,,{C918783D-E552-4B06-8025-611315115E9E},13376.9950880327,5861770.9197332,{C918783D-E552-4B06-8025-611315115E9E}
15172,CMR,unknown, , , , , ,1553.05,Varies,2014,3e672847-f3eb-4a7f-bac4-4ebf20ba3fb7,,{5C2AA2AD-77F3-46D2-93EB-E35FE006D96F},21953.2826427678,15730290.0688046,{5C2AA2AD-77F3-46D2-93EB-E35FE006D96F}
15173,CMR,CDC Plantation, , , , , ,2015.3,Varies,2014,f0cc08de-91fb-4909-854c-10b7464937aa,,{808D90D7-DF78-4C2A-8750-96FA099E2E0B},41209.6397744592,20410265.8675354,{808D90D7-DF78-4C2A-8750-96FA099E2E0B}
15174,CMR,unknown, , , , , ,259.102,Varies,2014,068d76da-f37c-4172-be3d-d3e26e1ef4fc,,{CF86CBEB-FF4C-4566-A75D-7A79728AD6DB},7224.52383502093,2624026.89443932,{CF86CBEB-FF4C-4566-A75D-7A79728AD6DB}
15175,CMR,CDC Plantation, , , , , ,4658.96,Varies,2014,f5d165ed-c79c-4e8f-aef6-90ff67ad9c5a,,{BD201CD7-7A72-4B3E-B956-ADE6B70CF157},56416.1273027606,47179700.9755042,{BD201CD7-7A72-4B3E-B956-ADE6B70CF157}
15176,CMR,CDC Plantation, , , , , ,650.938,Varies,2014,b2482817-ffbc-48e6-b1a0-f09db6db92ae,,{D5A7E65B-A3D8-4CA7-9B1B-C64459502EAA},12281.70642763,6592594.89918759,{D5A7E65B-A3D8-4CA7-9B1B-C64459502EAA}
15177,CMR,CDC Plantation, , , , , ,906.561,Varies,2014,0c3f2fa4-15fe-4eec-9178-aae7246fdfd5,,{47F80957-C3FB-450B-AF88-D1940AA1644A},13021.3140328676,9180747.07336117,{47F80957-C3FB-450B-AF88-D1940AA1644A}
15178,CMR,CDC Plantation, , , , , ,2717.04,Varies,2014,5ac5de3b-7ad6-4767-93d8-b8db91b4ca86,,{32DB1F57-4A50-4AB3-83B9-F0C6D5EA39D7},24547.2869426833,27512243.5676651,{32DB1F57-4A50-4AB3-83B9-F0C6D5EA39D7}
15179,CMR,CDC Plantation, , , , , ,1947.08,Varies,2014,f660a145-645d-4e85-b535-857fbef1494a,,{AE01CE5C-6AB9-4D08-A8B7-EE7684C5BEE3},32906.3554881964,19715288.3443887,{AE01CE5C-6AB9-4D08-A8B7-EE7684C5BEE3}
15180,CMR,CDC Plantation, , , , , ,812.485,Varies,2014,88860272-9bef-4f75-b270-a4c49737b9ee,,{0C814C45-AA21-412F-A622-A1D66CA7F0C0},13410.5748286763,8226719.03461508,{0C814C45-AA21-412F-A622-A1D66CA7F0C0}
15181,CMR,P.A.M.O.L. Plantation, , , , , ,937.661,Varies,2014,1418da08-6c84-4293-a7d6-2591e8876bca,,{6FFEE313-79A4-473D-905F-5EE3ECB43E95},19062.8748681455,9517291.11175431,{6FFEE313-79A4-473D-905F-5EE3ECB43E95}
15182,CMR,SAFACAM, , , , , ,10678.4,Varies,2014,1fc6c17d-41b7-4e8e-9c75-e9d6a4e3ccdb,,{50C8B39E-1FB5-40C6-AD32-BC32F909FBD3},113139.10753332,108027189.891639,{50C8B39E-1FB5-40C6-AD32-BC32F909FBD3}
15183,CMR,SAFACAM, , , , , ,4640.27,Varies,2014,00946815-c813-4e68-b12b-613539932343,,{ABBDA8E5-CE07-42E3-9CBA-70DD3AE4E506},80591.2958479235,46955281.4547724,{ABBDA8E5-CE07-42E3-9CBA-70DD3AE4E506}
15184,CMR,SAFACAM, , , , , ,8008.96,Varies,2014,4c5b86b9-fb13-4513-be66-c5a3fd11e921,,{E9D58905-3650-415B-A579-0DC96C76D924},53386.7302946828,81019416.2487044,{E9D58905-3650-415B-A579-0DC96C76D924}
15185,CMR,SAFACAM, , , , , ,647.708,Varies,2014,3cc0842c-849f-40cb-8ac3-d043d4644d2c,,{C8E999BC-FE33-41D9-AC83-F0920B815A5C},13007.9136297056,6554977.3830341,{C8E999BC-FE33-41D9-AC83-F0920B815A5C}
15186,CMR,SGSOC- HERAKLES, , , , , ,494.622,Varies,2014,0ce504d1-2776-4567-868d-a181e1b1527c,,{157C2856-A164-45D3-9C75-A0D9CCDDA4C8},14657.4968844472,5023627.46322162,{157C2856-A164-45D3-9C75-A0D9CCDDA4C8}
15187,CMR,SGSOC- HERAKLES, , , , , ,500.722,Varies,2014,11ebda0f-a35b-4efb-9a3d-fdf28db25b6c,,{4BC552DC-44FB-418D-9149-D1CBE49E1D39},9910.88847798842,5085093.64463109,{4BC552DC-44FB-418D-9149-D1CBE49E1D39}
15188,CMR,SGSOC- HERAKLES, , , , , ,185.22,Varies,2014,2cd6c1c9-8ce8-41c0-aee0-8fe24d1edec7,,{DDB1AB55-D90E-4E83-AAB7-962A7A9E1633},7103.66741398229,1880773.10426247,{DDB1AB55-D90E-4E83-AAB7-962A7A9E1633}
15189,CMR,SGSOC- HERAKLES, , , , , ,326.862,Varies,2014,e4797ef9-bcb0-4214-956e-556f4491d194,,{89CAFC94-1A69-46AE-A3FA-46950087D6F1},8996.3263225156,3318693.09580741,{89CAFC94-1A69-46AE-A3FA-46950087D6F1}
15190,CMR,SGSOC- HERAKLES, , , , , ,203.783,Varies,2014,c96d9c80-f772-4340-a281-e6eda855cc7f,,{C9DF62A4-0776-4F67-8D84-9BE8012705CA},7392.66554569548,2069375.57139242,{C9DF62A4-0776-4F67-8D84-9BE8012705CA}
15191,CMR,SGSOC- HERAKLES, , , , , ,1497.54,Varies,2014,037974b3-a359-44f2-8b77-28484922ca84,,{3E822E30-FF15-4116-A406-1E7039425E24},19644.0243669413,15210314.2922299,{3E822E30-FF15-4116-A406-1E7039425E24}
15192,CMR,SGSOC- HERAKLES, , , , , ,1081.02,Varies,2014,22f08e05-2ab1-462c-8f0a-53bba6f2258c,,{44900320-712F-401E-B09F-CA46AD4BC5FD},13646.3229165679,10980233.0198422,{44900320-712F-401E-B09F-CA46AD4BC5FD}
15193,CMR,SGSOC- HERAKLES, , , , , ,1085.53,Varies,2014,3c57437c-f2a8-4d6a-843c-8194547992a9,,{3F47D31B-5BFC-477C-849B-D7F22896DF0E},13608.9826352919,11020990.3916002,{3F47D31B-5BFC-477C-849B-D7F22896DF0E}
15194,CMR,SGSOC- HERAKLES, , , , , ,826.428,Varies,2014,e450667f-cd3f-485a-9ee8-51e62bf254dc,,{6B642930-57FF-4AA6-B12C-96260D486F4A},12403.9773542086,8392698.40359637,{6B642930-57FF-4AA6-B12C-96260D486F4A}
15195,CMR,SGSOC- HERAKLES, , , , , ,2453.16,Varies,2014,d7270afe-c99c-4fd3-b0f1-0dff4829832e,,{A45F33B3-6389-436C-ACEE-7AF8EE564295},24993.7829081599,24929232.2203745,{A45F33B3-6389-436C-ACEE-7AF8EE564295}
15196,CMR,SGSOC- HERAKLES, , , , , ,345.545,Varies,2014,ba17d4b8-3ca2-499a-a2d5-c371c0c1dede,,{3A064FC3-A7D1-4C5D-B863-BFB3C3C9AC35},9021.89181049746,3509468.05187646,{3A064FC3-A7D1-4C5D-B863-BFB3C3C9AC35}
15197,CMR,SGSOC- HERAKLES, , , , , ,3397.33,Varies,2014,7eb4f861-80d3-4125-8395-fcf24583e54c,,{E76D24D4-3AF1-476B-AA12-BB36EA6A3421},28847.8397223819,34504646.1451112,{E76D24D4-3AF1-476B-AA12-BB36EA6A3421}
15198,CMR,SGSOC- HERAKLES, , , , , ,484.132,Varies,2014,21d8219c-1c48-4c7a-8cc7-fce44cf35ec3,,{9CCB4106-10B9-4FBF-B926-7796F2CDA3D9},11870.550835378,4916399.37319556,{9CCB4106-10B9-4FBF-B926-7796F2CDA3D9}
15199,CMR,SGSOC- HERAKLES, , , , , ,736.474,Varies,2014,9d5d0803-c61c-4369-a8c8-bd263139335d,,{39C4AE4A-3451-4293-9BE8-9C76F126EA8C},16466.8417581126,7479354.90626865,{39C4AE4A-3451-4293-9BE8-9C76F126EA8C}
15200,CMR,SGSOC- HERAKLES, , , , , ,745.026,Varies,2014,45887241-1ee9-42d3-88f7-c084de641e25,,{A77CC606-F4A2-4F47-9DC3-BFDED02BB5CE},16942.7754715597,7566814.30194181,{A77CC606-F4A2-4F47-9DC3-BFDED02BB5CE}
15201,CMR,SGSOC- HERAKLES, , , , , ,202.34,Varies,2014,9a0b0155-ac88-4851-9e21-53e66976f4bc,,{89683FEE-D070-4B7D-A2CC-F0781EE05ED4},7332.94069188799,2054421.77979434,{89683FEE-D070-4B7D-A2CC-F0781EE05ED4}
15202,CMR,SGSOC- HERAKLES, , , , , ,647.374,Varies,2014,e3c678aa-bc2d-4bcb-8b66-6256ace830d6,,{FFF5B09A-354B-47AE-83F7-E14AE8C72020},22213.695201226,6575173.37757521,{FFF5B09A-354B-47AE-83F7-E14AE8C72020}
15203,CMR,SGSOC- HERAKLES, , , , , ,420.981,Varies,2014,b2e83b91-8d13-47dd-85ee-447b77ffee46,,{7EB7CAAE-234D-4C2B-9395-1F8D05081094},12404.7720830792,4275095.94995832,{7EB7CAAE-234D-4C2B-9395-1F8D05081094}
15204,CMR,SGSOC- HERAKLES, , , , , ,364.822,Varies,2014,102387e2-3e26-4e3c-8cf5-d4da2f9ccf8f,,{DABCF272-DD9E-4FCB-8F8C-C1BFAAD33ABB},8007.46399060979,3705497.63010528,{DABCF272-DD9E-4FCB-8F8C-C1BFAAD33ABB}
15205,CMR,SGSOC- HERAKLES, , , , , ,281.074,Varies,2014,908fe975-818b-42e5-96e8-f4a337e45356,,{EB5D1A91-33D7-485F-871A-D377469CAC05},11229.4544235746,2854901.08727086,{EB5D1A91-33D7-485F-871A-D377469CAC05}
15206,CMR,SGSOC- HERAKLES, , , , , ,279.26,Varies,2014,271c7cbd-75c7-449e-961d-807d26f82f60,,{B675A1CF-925D-4894-B688-8708C8EBA68E},10892.1043790848,2836149.26281497,{B675A1CF-925D-4894-B688-8708C8EBA68E}
15207,CMR,SGSOC- HERAKLES, , , , , ,1085.53,Varies,2014,518c1449-aa58-4e5f-9efd-5128eb7d282f,,{E9FE79FF-2325-4A78-98FA-BB7C0109827E},13608.9826352919,11020990.3916002,{E9FE79FF-2325-4A78-98FA-BB7C0109827E}
15208,CMR,SGSOC- HERAKLES, , , , , ,203.783,Varies,2014,f419df20-5e86-4ce6-939f-df75c42b68e0,,{C69056A8-A210-404D-835A-5DF4B0CBA787},7392.66554569548,2069375.57139242,{C69056A8-A210-404D-835A-5DF4B0CBA787}
15209,CMR,SGSOC- HERAKLES, , , , , ,1497.54,Varies,2014,c5877f77-f75b-479e-b5c5-801cbae1626b,,{98E88A8F-7407-4E53-A8AB-09B2C03C70BD},19644.0243669413,15210314.2922299,{98E88A8F-7407-4E53-A8AB-09B2C03C70BD}
15210,CMR,SGSOC- HERAKLES, , , , , ,1081.02,Varies,2014,ce7b220a-ce74-49f0-8165-6a0b585975bf,,{349BCB65-7429-4CDE-B003-393746256D3C},13646.3229165679,10980233.0198422,{349BCB65-7429-4CDE-B003-393746256D3C}
15211,CMR,SGSOC- HERAKLES, , , , , ,1085.53,Varies,2014,7b644f84-cfcd-4b56-9ed1-02b6153df445,,{EF7A6EFB-EAAA-487D-B559-1C27E7DB45E2},13608.9826352919,11020990.3916002,{EF7A6EFB-EAAA-487D-B559-1C27E7DB45E2}
15212,CMR,SGSOC- HERAKLES, , , , , ,494.622,Varies,2014,a9e88efe-18aa-4bb3-b968-06296930cf94,,{1E10DA5B-A8A6-47D0-8B7D-4B43AF4FC78B},14657.4968844472,5023627.46322162,{1E10DA5B-A8A6-47D0-8B7D-4B43AF4FC78B}
15213,CMR,SGSOC- HERAKLES, , , , , ,500.722,Varies,2014,4960f548-48e1-4dc3-9f9d-cea2a57919a6,,{3F5A6E68-E83F-48E3-9BA9-FCD2278CDCBF},9910.88847798842,5085093.64463109,{3F5A6E68-E83F-48E3-9BA9-FCD2278CDCBF}
15214,CMR,SGSOC- HERAKLES, , , , , ,185.22,Varies,2014,88fef8e4-d0cd-4487-8f50-99356197b936,,{B0754CDB-AEB1-434B-B5D1-6D0F29B5D6BE},7103.66741398229,1880773.10426247,{B0754CDB-AEB1-434B-B5D1-6D0F29B5D6BE}
15215,CMR,SGSOC- HERAKLES, , , , , ,326.862,Varies,2014,0e83a55c-4a3a-4e21-ab02-f0ab0e413329,,{F58A492C-3446-440C-B2CE-7CAB5BD6793D},8996.3263225156,3318693.09580741,{F58A492C-3446-440C-B2CE-7CAB5BD6793D}
15216,COG,Palmeraie, , , , , ,19949.5*,Varies,2014,3d4d7e50-659d-4776-bf9e-af51d81f4bd4,,{93013AC2-6903-4A4B-B13C-1D5EF1B38D39},64814.1995753875,201094950.804705,{93013AC2-6903-4A4B-B13C-1D5EF1B38D39}
15217,COG,Palmeraie, , , , , ,5678.46*,Varies,2014,85fbbeba-877c-4091-8432-eb12474df46c,,{187902EC-C6F5-4DA7-A57C-39FA19076B79},51718.4604876795,57239827.4166053,{187902EC-C6F5-4DA7-A57C-39FA19076B79}
15218,COG,Palmeraie, , , , , ,11111.7*,Varies,2014,cfa52cac-6077-433f-9adc-d81463d34284,,{007CF978-90B9-4279-9232-0324706DD601},80863.1392371885,111955149.985448,{007CF978-90B9-4279-9232-0324706DD601}
15219,COG,Plantation sylvicole, , , , , ,1518.89*,Varies,2014,86382681-4a31-4327-8dac-080181020009,,{BBD465F8-F6D0-4757-BC34-EA72C28D5DAD},24268.7146568352,15375629.3726414,{BBD465F8-F6D0-4757-BC34-EA72C28D5DAD}
15220,COG,Plantation sylvicole, , , , , ,90426.4*,Varies,2014,87ac26da-9692-4062-92b7-663b6111c651,,{16172B5B-B486-4C24-88EF-10C55D99E3A0},167270.989253096,914675269.157615,{16172B5B-B486-4C24-88EF-10C55D99E3A0}
15221,COG,GR, , , , , ,5.49158*,Varies,2014,8fb5e968-56b2-435f-82be-e79ba6c2962e,,{B212096B-99FC-46DC-BC9B-220BAA05A442},929.212885170007,55609.8514029801,{B212096B-99FC-46DC-BC9B-220BAA05A442}
15222,COG,Plantation d'eucalyptus, , , , , ,464.200*,Varies,2014,bcc7605d-9093-407d-8928-9589938f34d0,,{7F34ADEC-D28E-42EB-96E1-2C8305BE1682},12460.9815366992,4700815.71187397,{7F34ADEC-D28E-42EB-96E1-2C8305BE1682}
15223,COG,Projet palmeraie, , , , , ,133512.*,Varies,2014,9bcc1921-1a2c-4f49-b775-a28f5250015c,,{F0C598F7-3238-41E3-82E1-69BBE0A2510E},175766.564702671,1346090659.70539,{F0C598F7-3238-41E3-82E1-69BBE0A2510E}
15224,COG,Projet palmeraie, , , , , ,71774.8*,Varies,2014,f563d9dc-1539-4fc7-b077-b030cf326e91,,{78CF9353-F493-499C-AD39-1507819AAE8A},131940.792035821,723184941.370031,{78CF9353-F493-499C-AD39-1507819AAE8A}
15225,COG,Projet Palmeraie ATAMA Plantation, , , , , ,189765.*,Varies,2014,49db2661-b33f-40e9-8e0d-fe2cb0d41d3d,,{296B04A9-AA90-4DE7-90EC-88433190AC17},398595.904092088,1911547974.2119,{296B04A9-AA90-4DE7-90EC-88433190AC17}
15226,COG,Zone à défricher ATAMA, , , , , ,4331.17*,Varies,2014,51c8acf4-6b40-4c54-b2fe-4b97b4eeba45,,{D17990C0-F304-4607-95AE-DF493254C72D},31269.4581114237,43638681.4776176,{D17990C0-F304-4607-95AE-DF493254C72D}
