datetime,timestamp,location,latitude,longitude,request_status,precipIntensityMax_mmhr,precipIntensitySum_mm,temperatureMax_C,temperatureMin_C,temperatureMean_C,humidityMean,no_daily,no_hourly,uvIndex,
2014-03-14 17:00:00+08:00,1394787600,Sambas,1.352003,109.477756,200,,0,33.09,22.78,28.554,0.766,,,3.35,
2014-03-15 17:00:00+08:00,1394874000,Sambas,1.352003,109.477756,200,,0,33.57,25.58,28.814,0.762,,,5.31,
2014-03-16 17:00:00+08:00,1394960400,Sambas,1.352003,109.477756,200,,0,29.97,24.77,27.794,0.852,,,1.95,
2014-03-17 17:00:00+08:00,1395046800,Sambas,1.352003,109.477756,200,,0,27.98,24.36,25.59,0.914,,,0.6,
2014-03-18 17:00:00+08:00,1395133200,Sambas,1.352003,109.477756,200,,0,27.66,23.76,25.208,0.914,,,0.36,
2014-03-19 17:00:00+08:00,1395219600,Sambas,1.352003,109.477756,200,,0,30.98,22.58,27.336,0.832,,,4.47,
2014-03-20 17:00:00+08:00,1395306000,Sambas,1.352003,109.477756,200,,0,33.47,23.87,28.772,0.76,,,5.46,
2014-03-21 17:00:00+08:00,1395392400,Sambas,1.352003,109.477756,200,,0,32.88,23.56,29.034,0.728,,,7.58,
2014-03-22 17:00:00+08:00,1395478800,Sambas,1.352003,109.477756,200,,0,30.98,21.88,27.934,0.738,,,4.97,
2014-03-23 17:00:00+08:00,1395565200,Sambas,1.352003,109.477756,200,,0,31.08,24.17,28.772,0.736,,,3.75,
2014-03-24 17:00:00+08:00,1395651600,Sambas,1.352003,109.477756,200,,0,28.36,24.58,26.29,0.894,,,0.6,
2014-03-25 17:00:00+08:00,1395738000,Sambas,1.352003,109.477756,200,,0,30.67,25.17,28.0475,0.7975,,,0.24,
2014-03-26 17:00:00+08:00,1395824400,Sambas,1.352003,109.477756,200,,0,30.36,23.17,27.89,0.812,,,3.1,
2014-03-27 17:00:00+08:00,1395910800,Sambas,1.352003,109.477756,200,,0,29.27,24.58,27.12,0.874,,,2,
2014-03-28 17:00:00+08:00,1395997200,Sambas,1.352003,109.477756,200,,0,31.59,24.66,28.314,0.78,,,4.08,
2014-03-29 17:00:00+08:00,1396083600,Sambas,1.352003,109.477756,200,,0,31.59,23.97,26.616,0.88,,,3.56,
2014-03-30 17:00:00+08:00,1396170000,Sambas,1.352003,109.477756,200,,0,31.46,25.17,28.672,0.81,,,7.58,
2014-03-31 17:00:00+08:00,1396256400,Sambas,1.352003,109.477756,200,,0,32.08,24.36,29.09,0.758,,,3.22,
2014-04-01 17:00:00+08:00,1396342800,Sambas,1.352003,109.477756,200,,0,28.98,24.66,27.066,0.862,,,0.37,
2014-04-02 17:00:00+08:00,1396429200,Sambas,1.352003,109.477756,200,,0,32.18,23.17,28.47,0.8,,,4.09,
2014-04-03 17:00:00+08:00,1396515600,Sambas,1.352003,109.477756,200,,0,31.27,24.66,27.83,0.81,,,1.57,
2014-04-04 17:00:00+08:00,1396602000,Sambas,1.352003,109.477756,200,,0,31.46,24.66,27.77,0.822,,,2.59,
2014-04-05 17:00:00+08:00,1396688400,Sambas,1.352003,109.477756,200,,0,31.36,23.97,27.81,0.814,,,1.57,
2014-04-06 17:00:00+08:00,1396774800,Sambas,1.352003,109.477756,200,,0,30.36,24.97,28.29,0.768,,,1.44,
2014-04-07 17:00:00+08:00,1396861200,Sambas,1.352003,109.477756,200,,0,33.19,24.17,28.816,0.778,,,3.37,
2014-04-08 17:00:00+08:00,1396947600,Sambas,1.352003,109.477756,200,,0,31.59,25.28,28.644,0.768,,,1.57,
2014-04-09 17:00:00+08:00,1397034000,Sambas,1.352003,109.477756,200,,0,33.19,25.37,29.2275,0.7375,,,4.21,
2014-04-10 17:00:00+08:00,1397120400,Sambas,1.352003,109.477756,200,,0,33.47,23.56,29.47,0.742,,,6.84,
2014-04-11 17:00:00+08:00,1397206800,Sambas,1.352003,109.477756,200,,0,34.98,24.47,29.472,0.742,,,4.21,
2014-04-12 17:00:00+08:00,1397293200,Sambas,1.352003,109.477756,200,,0,30.36,24.36,28.106,0.81,,,1.44,
2014-04-13 17:00:00+08:00,1397379600,Sambas,1.352003,109.477756,200,,0,31.27,24.58,28.25,0.782,,,2.34,
