datetime,timestamp,location,latitude,longitude,request_status,precipIntensityMax_mmhr,precipIntensitySum_mm,temperatureMax_C,temperatureMin_C,temperatureMean_C,humidityMean,no_daily,no_hourly,sunshineTime,uvIndex
2017-01-01 17:00:00+08:00,1483261200,Balikpapan,-1.380149,115.954063,200.0,,,,,,,True,True,,
2017-01-02 17:00:00+08:00,1483347600,Balikpapan,-1.380149,115.954063,200.0,,,,,,,True,True,,
2017-01-03 17:00:00+08:00,1483434000,Balikpapan,-1.380149,115.954063,200.0,,,,,,,True,True,,
2017-01-04 17:00:00+08:00,1483520400,Balikpapan,-1.380149,115.954063,200.0,,,,,,,True,True,,
2017-01-05 17:00:00+08:00,1483606800,Balikpapan,-1.380149,115.954063,200.0,,,,,,,True,True,,
2017-01-06 17:00:00+08:00,1483693200,Balikpapan,-1.380149,115.954063,200.0,,,,,,,True,True,,
2017-01-07 17:00:00+08:00,1483779600,Balikpapan,-1.380149,115.954063,200.0,,,,,,,True,True,,
2017-01-08 17:00:00+08:00,1483866000,Balikpapan,-1.380149,115.954063,200.0,,,,,,,True,True,,
2017-01-09 17:00:00+08:00,1483952400,Balikpapan,-1.380149,115.954063,200.0,,,,,,,True,True,,
2017-01-10 17:00:00+08:00,1484038800,Balikpapan,-1.380149,115.954063,200.0,,,,,,,True,True,,
2017-01-11 17:00:00+08:00,1484125200,Balikpapan,-1.380149,115.954063,200.0,,,,,,,True,True,,
2017-01-12 17:00:00+08:00,1484211600,Balikpapan,-1.380149,115.954063,200.0,,,,,,,True,True,,
2017-01-13 17:00:00+08:00,1484298000,Balikpapan,-1.380149,115.954063,200.0,,,,,,,True,True,,
2017-01-14 17:00:00+08:00,1484384400,Balikpapan,-1.380149,115.954063,200.0,,,,,,,True,True,,
2017-01-15 17:00:00+08:00,1484470800,Balikpapan,-1.380149,115.954063,200.0,,,,,,,True,True,,
2017-01-16 17:00:00+08:00,1484557200,Balikpapan,-1.380149,115.954063,200.0,,,,,,,True,True,,
2017-01-17 17:00:00+08:00,1484643600,Balikpapan,-1.380149,115.954063,200.0,,,,,,,True,True,,
