datetime,timestamp,location,latitude,longitude,request_status,precipIntensityMax_mmhr,precipIntensitySum_mm,temperatureMax_C,temperatureMin_C,temperatureMean_C,humidityMean,no_daily,no_hourly,sunshineTime,uvIndex
2017-01-01 17:00:00+08:00,1483261200,Sukamandang,-2.040269,112.33388300000001,200.0,,,,,,,,,,
2017-01-02 17:00:00+08:00,1483347600,Sukamandang,-2.040269,112.33388300000001,200.0,,,,,,,,,,
2017-01-03 17:00:00+08:00,1483434000,Sukamandang,-2.040269,112.33388300000001,200.0,,,,,,,,,,
2017-01-04 17:00:00+08:00,1483520400,Sukamandang,-2.040269,112.33388300000001,200.0,,,,,,,,,,
2017-01-05 17:00:00+08:00,1483606800,Sukamandang,-2.040269,112.33388300000001,200.0,,,,,,,,,,
2017-01-06 17:00:00+08:00,1483693200,Sukamandang,-2.040269,112.33388300000001,200.0,,,,,,,,,,
2017-01-07 17:00:00+08:00,1483779600,Sukamandang,-2.040269,112.33388300000001,200.0,,,,,,,,,,
2017-01-08 17:00:00+08:00,1483866000,Sukamandang,-2.040269,112.33388300000001,200.0,,,,,,,,,,
2017-01-09 17:00:00+08:00,1483952400,Sukamandang,-2.040269,112.33388300000001,200.0,,,,,,,,,,
2017-01-10 17:00:00+08:00,1484038800,Sukamandang,-2.040269,112.33388300000001,200.0,,,,,,,,,,
2017-01-11 17:00:00+08:00,1484125200,Sukamandang,-2.040269,112.33388300000001,200.0,,,,,,,,,,
2017-01-12 17:00:00+08:00,1484211600,Sukamandang,-2.040269,112.33388300000001,200.0,,,,,,,,,,
2017-01-13 17:00:00+08:00,1484298000,Sukamandang,-2.040269,112.33388300000001,200.0,,,,,,,,,,
2017-01-14 17:00:00+08:00,1484384400,Sukamandang,-2.040269,112.33388300000001,200.0,,,,,,,,,,
2017-01-15 17:00:00+08:00,1484470800,Sukamandang,-2.040269,112.33388300000001,200.0,,,,,,,,,,
2017-01-16 17:00:00+08:00,1484557200,Sukamandang,-2.040269,112.33388300000001,200.0,,,,,,,,,,
2017-01-17 17:00:00+08:00,1484643600,Sukamandang,-2.040269,112.33388300000001,200.0,,,,,,,,,,
2017-01-18 17:00:00+08:00,1484730000,Sukamandang,-2.040269,112.33388300000001,200.0,,,,,,,,,,
2017-01-19 17:00:00+08:00,1484816400,Sukamandang,-2.040269,112.33388300000001,200.0,,,,,,,,,,
2017-01-20 17:00:00+08:00,1484902800,Sukamandang,-2.040269,112.33388300000001,200.0,,,,,,,,,,
2017-01-21 17:00:00+08:00,1484989200,Sukamandang,-2.040269,112.33388300000001,200.0,,,,,,,,,,
2017-01-22 17:00:00+08:00,1485075600,Sukamandang,-2.040269,112.33388300000001,200.0,,,,,,,,,,
2017-01-23 17:00:00+08:00,1485162000,Sukamandang,-2.040269,112.33388300000001,200.0,,,,,,,,,,
2017-01-24 17:00:00+08:00,1485248400,Sukamandang,-2.040269,112.33388300000001,200.0,,,,,,,,,,
2017-01-25 17:00:00+08:00,1485334800,Sukamandang,-2.040269,112.33388300000001,200.0,,,,,,,,,,
2017-01-26 17:00:00+08:00,1485421200,Sukamandang,-2.040269,112.33388300000001,200.0,,,,,,,,,,
2017-01-27 17:00:00+08:00,1485507600,Sukamandang,-2.040269,112.33388300000001,200.0,,,,,,,,,,
2017-01-28 17:00:00+08:00,1485594000,Sukamandang,-2.040269,112.33388300000001,200.0,,,,,,,,,,
2017-01-29 17:00:00+08:00,1485680400,Sukamandang,-2.040269,112.33388300000001,200.0,,,,,,,,,,
2017-01-30 17:00:00+08:00,1485766800,Sukamandang,-2.040269,112.33388300000001,200.0,,,,,,,,,,
2017-01-31 17:00:00+08:00,1485853200,Sukamandang,-2.040269,112.33388300000001,200.0,,,,,,,,,,
2017-02-01 17:00:00+08:00,1485939600,Sukamandang,-2.040269,112.33388300000001,200.0,,,,,,,,,,
2017-02-02 17:00:00+08:00,1486026000,Sukamandang,-2.040269,112.33388300000001,200.0,,,,,,,,,,
2017-02-03 17:00:00+08:00,1486112400,Sukamandang,-2.040269,112.33388300000001,200.0,,,,,,,,,,
2017-02-04 17:00:00+08:00,1486198800,Sukamandang,-2.040269,112.33388300000001,200.0,,,,,,,,,,
2017-02-05 17:00:00+08:00,1486285200,Sukamandang,-2.040269,112.33388300000001,200.0,,,,,,,,,,
2017-02-06 17:00:00+08:00,1486371600,Sukamandang,-2.040269,112.33388300000001,200.0,,,,,,,,,,
2017-02-07 17:00:00+08:00,1486458000,Sukamandang,-2.040269,112.33388300000001,200.0,,,,,,,,,,
2017-02-08 17:00:00+08:00,1486544400,Sukamandang,-2.040269,112.33388300000001,200.0,,,,,,,,,,
2017-02-09 17:00:00+08:00,1486630800,Sukamandang,-2.040269,112.33388300000001,200.0,,,,,,,,,,
2017-02-10 17:00:00+08:00,1486717200,Sukamandang,-2.040269,112.33388300000001,200.0,,,,,,,,,,
2017-02-11 17:00:00+08:00,1486803600,Sukamandang,-2.040269,112.33388300000001,200.0,,,,,,,,,,
2017-02-12 17:00:00+08:00,1486890000,Sukamandang,-2.040269,112.33388300000001,200.0,,,,,,,,,,
2017-02-13 17:00:00+08:00,1486976400,Sukamandang,-2.040269,112.33388300000001,200.0,,,,,,,,,,
2017-02-14 17:00:00+08:00,1487062800,Sukamandang,-2.040269,112.33388300000001,200.0,,,,,,,,,,
2017-02-15 17:00:00+08:00,1487149200,Sukamandang,-2.040269,112.33388300000001,200.0,,,,,,,,,,
2017-02-16 17:00:00+08:00,1487235600,Sukamandang,-2.040269,112.33388300000001,200.0,,,,,,,,,,
2017-02-17 17:00:00+08:00,1487322000,Sukamandang,-2.040269,112.33388300000001,200.0,,,,,,,,,,
2017-02-18 17:00:00+08:00,1487408400,Sukamandang,-2.040269,112.33388300000001,200.0,,,,,,,,,,
2017-02-19 17:00:00+08:00,1487494800,Sukamandang,-2.040269,112.33388300000001,200.0,,,,,,,,,,
2017-02-20 17:00:00+08:00,1487581200,Sukamandang,-2.040269,112.33388300000001,200.0,,,,,,,,,,
2017-02-21 17:00:00+08:00,1487667600,Sukamandang,-2.040269,112.33388300000001,200.0,,,,,,,,,,
2017-02-22 17:00:00+08:00,1487754000,Sukamandang,-2.040269,112.33388300000001,200.0,,,,,,,,,,
2017-02-23 17:00:00+08:00,1487840400,Sukamandang,-2.040269,112.33388300000001,200.0,,,,,,,,,,
2017-02-24 17:00:00+08:00,1487926800,Sukamandang,-2.040269,112.33388300000001,200.0,,,,,,,,,,
2017-02-25 17:00:00+08:00,1488013200,Sukamandang,-2.040269,112.33388300000001,200.0,,,,,,,,,,
2017-02-26 17:00:00+08:00,1488099600,Sukamandang,-2.040269,112.33388300000001,200.0,,,,,,,,,,
2017-02-27 17:00:00+08:00,1488186000,Sukamandang,-2.040269,112.33388300000001,200.0,,,,,,,,,,
2017-02-28 17:00:00+08:00,1488272400,Sukamandang,-2.040269,112.33388300000001,200.0,,,,,,,,,,
2017-03-01 17:00:00+08:00,1488358800,Sukamandang,-2.040269,112.33388300000001,200.0,,,,,,,,,,
2017-03-02 17:00:00+08:00,1488445200,Sukamandang,-2.040269,112.33388300000001,200.0,,,,,,,,,,
2017-03-03 17:00:00+08:00,1488531600,Sukamandang,-2.040269,112.33388300000001,200.0,,,,,,,,,,
2017-03-04 17:00:00+08:00,1488618000,Sukamandang,-2.040269,112.33388300000001,200.0,,,,,,,,,,
2017-03-05 17:00:00+08:00,1488704400,Sukamandang,-2.040269,112.33388300000001,200.0,,,,,,,,,,
2017-03-06 17:00:00+08:00,1488790800,Sukamandang,-2.040269,112.33388300000001,200.0,,,,,,,,,,
2017-03-07 17:00:00+08:00,1488877200,Sukamandang,-2.040269,112.33388300000001,200.0,,,,,,,,,,
2017-03-08 17:00:00+08:00,1488963600,Sukamandang,-2.040269,112.33388300000001,200.0,,,,,,,,,,
2017-03-09 17:00:00+08:00,1489050000,Sukamandang,-2.040269,112.33388300000001,200.0,,,,,,,,,,
2017-03-10 17:00:00+08:00,1489136400,Sukamandang,-2.040269,112.33388300000001,200.0,,,,,,,,,,
2017-03-11 17:00:00+08:00,1489222800,Sukamandang,-2.040269,112.33388300000001,200.0,,,,,,,,,,
2017-03-12 17:00:00+08:00,1489309200,Sukamandang,-2.040269,112.33388300000001,200.0,,,,,,,,,,
2017-03-13 17:00:00+08:00,1489395600,Sukamandang,-2.040269,112.33388300000001,200.0,,,,,,,,,,
2017-03-14 17:00:00+08:00,1489482000,Sukamandang,-2.040269,112.33388300000001,200.0,,,,,,,,,,
2017-03-15 17:00:00+08:00,1489568400,Sukamandang,-2.040269,112.33388300000001,200.0,,,,,,,,,,
2017-03-16 17:00:00+08:00,1489654800,Sukamandang,-2.040269,112.33388300000001,200.0,,,,,,,,,,
2017-03-17 17:00:00+08:00,1489741200,Sukamandang,-2.040269,112.33388300000001,200.0,,,,,,,,,,
2017-03-18 17:00:00+08:00,1489827600,Sukamandang,-2.040269,112.33388300000001,200.0,,,,,,,,,,
